"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"27.08.2019 00:15 - 27.08.2019 00:30","44782","47434"
"27.08.2019 00:30 - 27.08.2019 00:45","44326","47002"
"27.08.2019 00:45 - 27.08.2019 01:00","43893","46353"
"27.08.2019 01:00 - 27.08.2019 01:15","43668","45283"
"27.08.2019 01:15 - 27.08.2019 01:30","43213","45316"
"27.08.2019 01:30 - 27.08.2019 01:45","42760","44735"
"27.08.2019 01:45 - 27.08.2019 02:00","42806","44566"
"27.08.2019 02:00 - 27.08.2019 02:15","42058","43984"
"27.08.2019 02:15 - 27.08.2019 02:30","41955","44057"
"27.08.2019 02:30 - 27.08.2019 02:45","41848","44087"
"27.08.2019 02:45 - 27.08.2019 03:00","41817","44204"
"27.08.2019 03:00 - 27.08.2019 03:15","41938","44257"
"27.08.2019 03:15 - 27.08.2019 03:30","41938","44131"
"27.08.2019 03:30 - 27.08.2019 03:45","41922","44027"
"27.08.2019 03:45 - 27.08.2019 04:00","41943","44120"
"27.08.2019 04:00 - 27.08.2019 04:15","42363","44651"
"27.08.2019 04:15 - 27.08.2019 04:30","42681","44749"
"27.08.2019 04:30 - 27.08.2019 04:45","43060","44972"
"27.08.2019 04:45 - 27.08.2019 05:00","43563","45710"
"27.08.2019 05:00 - 27.08.2019 05:15","44905","47384"
"27.08.2019 05:15 - 27.08.2019 05:30","45667","48218"
"27.08.2019 05:30 - 27.08.2019 05:45","46794","49470"
"27.08.2019 05:45 - 27.08.2019 06:00","48303","50749"
"27.08.2019 06:00 - 27.08.2019 06:15","51090","53475"
"27.08.2019 06:15 - 27.08.2019 06:30","52927","54912"
"27.08.2019 06:30 - 27.08.2019 06:45","54086","55796"
"27.08.2019 06:45 - 27.08.2019 07:00","55279","56871"
"27.08.2019 07:00 - 27.08.2019 07:15","56694","58137"
"27.08.2019 07:15 - 27.08.2019 07:30","57609","59367"
"27.08.2019 07:30 - 27.08.2019 07:45","58578","60449"
"27.08.2019 07:45 - 27.08.2019 08:00","59478","61189"
"27.08.2019 08:00 - 27.08.2019 08:15","60262","62253"
"27.08.2019 08:15 - 27.08.2019 08:30","60812","62868"
"27.08.2019 08:30 - 27.08.2019 08:45","61256","63450"
"27.08.2019 08:45 - 27.08.2019 09:00","61408","63926"
"27.08.2019 09:00 - 27.08.2019 09:15","61246","63599"
"27.08.2019 09:15 - 27.08.2019 09:30","61733","64163"
"27.08.2019 09:30 - 27.08.2019 09:45","62177","65094"
"27.08.2019 09:45 - 27.08.2019 10:00","63241","65661"
"27.08.2019 10:00 - 27.08.2019 10:15","63590","65933"
"27.08.2019 10:15 - 27.08.2019 10:30","63863","66278"
"27.08.2019 10:30 - 27.08.2019 10:45","64359","66631"
"27.08.2019 10:45 - 27.08.2019 11:00","64743","67066"
"27.08.2019 11:00 - 27.08.2019 11:15","64954","67376"
"27.08.2019 11:15 - 27.08.2019 11:30","65492","68041"
"27.08.2019 11:30 - 27.08.2019 11:45","65807","68500"
"27.08.2019 11:45 - 27.08.2019 12:00","66075","68775"
"27.08.2019 12:00 - 27.08.2019 12:15","65778","67712"
"27.08.2019 12:15 - 27.08.2019 12:30","65636","67606"
"27.08.2019 12:30 - 27.08.2019 12:45","65465","67843"
"27.08.2019 12:45 - 27.08.2019 13:00","65393","67931"
"27.08.2019 13:00 - 27.08.2019 13:15","65332","67719"
"27.08.2019 13:15 - 27.08.2019 13:30","65251","67542"
"27.08.2019 13:30 - 27.08.2019 13:45","64850","67332"
"27.08.2019 13:45 - 27.08.2019 14:00","64213","66908"
"27.08.2019 14:00 - 27.08.2019 14:15","64146","66532"
"27.08.2019 14:15 - 27.08.2019 14:30","64146","66452"
"27.08.2019 14:30 - 27.08.2019 14:45","64068","66066"
"27.08.2019 14:45 - 27.08.2019 15:00","63716","65839"
"27.08.2019 15:00 - 27.08.2019 15:15","63482","66204"
"27.08.2019 15:15 - 27.08.2019 15:30","63104","65631"
"27.08.2019 15:30 - 27.08.2019 15:45","62781","65638"
"27.08.2019 15:45 - 27.08.2019 16:00","62125","65544"
"27.08.2019 16:00 - 27.08.2019 16:15","61913","65127"
"27.08.2019 16:15 - 27.08.2019 16:30","61487","64278"
"27.08.2019 16:30 - 27.08.2019 16:45","61260","64500"
"27.08.2019 16:45 - 27.08.2019 17:00","60909","64171"
"27.08.2019 17:00 - 27.08.2019 17:15","60965","64190"
"27.08.2019 17:15 - 27.08.2019 17:30","60766","63955"
"27.08.2019 17:30 - 27.08.2019 17:45","60636","64005"
"27.08.2019 17:45 - 27.08.2019 18:00","60401","63742"
"27.08.2019 18:00 - 27.08.2019 18:15","59800","63149"
"27.08.2019 18:15 - 27.08.2019 18:30","59627","62644"
"27.08.2019 18:30 - 27.08.2019 18:45","59504","62353"
"27.08.2019 18:45 - 27.08.2019 19:00","59231","62299"
"27.08.2019 19:00 - 27.08.2019 19:15","58980","61907"
"27.08.2019 19:15 - 27.08.2019 19:30","58405","61189"
"27.08.2019 19:30 - 27.08.2019 19:45","58055","60905"
"27.08.2019 19:45 - 27.08.2019 20:00","57736","60784"
"27.08.2019 20:00 - 27.08.2019 20:15","57240","60707"
"27.08.2019 20:15 - 27.08.2019 20:30","56698","60112"
"27.08.2019 20:30 - 27.08.2019 20:45","56363","60142"
"27.08.2019 20:45 - 27.08.2019 21:00","55982","60154"
"27.08.2019 21:00 - 27.08.2019 21:15","55482","59633"
"27.08.2019 21:15 - 27.08.2019 21:30","54650","58856"
"27.08.2019 21:30 - 27.08.2019 21:45","53739","57787"
"27.08.2019 21:45 - 27.08.2019 22:00","52902","56633"
"27.08.2019 22:00 - 27.08.2019 22:15","52319","55730"
"27.08.2019 22:15 - 27.08.2019 22:30","51326","54933"
"27.08.2019 22:30 - 27.08.2019 22:45","50291","53547"
"27.08.2019 22:45 - 27.08.2019 23:00","49446","52537"
"27.08.2019 23:00 - 27.08.2019 23:15","48454","51312"
"27.08.2019 23:15 - 27.08.2019 23:30","47640","50550"
"27.08.2019 23:30 - 27.08.2019 23:45","46908","49728"
"27.08.2019 23:45 - 28.08.2019 00:00","46363","49099"
"28.08.2019 00:00 - 28.08.2019 00:15","45922","48173"
"28.08.2019 00:15 - 28.08.2019 00:30","45618","47831"
"28.08.2019 00:30 - 28.08.2019 00:45","45237","47163"
"28.08.2019 00:45 - 28.08.2019 01:00","44830","46630"
"28.08.2019 01:00 - 28.08.2019 01:15","44651","46139"
"28.08.2019 01:15 - 28.08.2019 01:30","44144","45906"
"28.08.2019 01:30 - 28.08.2019 01:45","43645","45543"
"28.08.2019 01:45 - 28.08.2019 02:00","43753","45245"
"28.08.2019 02:00 - 28.08.2019 02:15","43050","44458"
"28.08.2019 02:15 - 28.08.2019 02:30","42884","44390"
"28.08.2019 02:30 - 28.08.2019 02:45","42808","44213"
"28.08.2019 02:45 - 28.08.2019 03:00","42826","44271"
"28.08.2019 03:00 - 28.08.2019 03:15","42828","44117"
"28.08.2019 03:15 - 28.08.2019 03:30","42834","44220"
"28.08.2019 03:30 - 28.08.2019 03:45","42895","44292"
"28.08.2019 03:45 - 28.08.2019 04:00","42962","44380"
"28.08.2019 04:00 - 28.08.2019 04:15","43325","45278"
"28.08.2019 04:15 - 28.08.2019 04:30","43693","45567"
"28.08.2019 04:30 - 28.08.2019 04:45","44073","45924"
"28.08.2019 04:45 - 28.08.2019 05:00","44535","46339"
"28.08.2019 05:00 - 28.08.2019 05:15","45851","47916"
"28.08.2019 05:15 - 28.08.2019 05:30","46545","48957"
"28.08.2019 05:30 - 28.08.2019 05:45","47614","50050"
"28.08.2019 05:45 - 28.08.2019 06:00","49024","51524"
"28.08.2019 06:00 - 28.08.2019 06:15","51774","54174"
"28.08.2019 06:15 - 28.08.2019 06:30","53498","55698"
"28.08.2019 06:30 - 28.08.2019 06:45","54724","56756"
"28.08.2019 06:45 - 28.08.2019 07:00","56007","57904"
"28.08.2019 07:00 - 28.08.2019 07:15","57409","59291"
"28.08.2019 07:15 - 28.08.2019 07:30","58079","60066"
"28.08.2019 07:30 - 28.08.2019 07:45","58993","61006"
"28.08.2019 07:45 - 28.08.2019 08:00","59691","61819"
"28.08.2019 08:00 - 28.08.2019 08:15","60585","62484"
"28.08.2019 08:15 - 28.08.2019 08:30","61202","62964"
"28.08.2019 08:30 - 28.08.2019 08:45","61478","63284"
"28.08.2019 08:45 - 28.08.2019 09:00","61739","63668"
"28.08.2019 09:00 - 28.08.2019 09:15","61898","63311"
"28.08.2019 09:15 - 28.08.2019 09:30","62279","64189"
"28.08.2019 09:30 - 28.08.2019 09:45","62941","64678"
"28.08.2019 09:45 - 28.08.2019 10:00","63352","65203"
"28.08.2019 10:00 - 28.08.2019 10:15","63488","65350"
"28.08.2019 10:15 - 28.08.2019 10:30","63723","65782"
"28.08.2019 10:30 - 28.08.2019 10:45","64155","66269"
"28.08.2019 10:45 - 28.08.2019 11:00","64509","66921"
"28.08.2019 11:00 - 28.08.2019 11:15","64819","67323"
"28.08.2019 11:15 - 28.08.2019 11:30","65317","67644"
"28.08.2019 11:30 - 28.08.2019 11:45","65686","68054"
"28.08.2019 11:45 - 28.08.2019 12:00","65790","68080"
"28.08.2019 12:00 - 28.08.2019 12:15","65381","67894"
"28.08.2019 12:15 - 28.08.2019 12:30","65292","68097"
"28.08.2019 12:30 - 28.08.2019 12:45","65230","67995"
"28.08.2019 12:45 - 28.08.2019 13:00","65327","68295"
"28.08.2019 13:00 - 28.08.2019 13:15","65208","67757"
"28.08.2019 13:15 - 28.08.2019 13:30","65005","67554"
"28.08.2019 13:30 - 28.08.2019 13:45","64785","67299"
"28.08.2019 13:45 - 28.08.2019 14:00","64220","66959"
"28.08.2019 14:00 - 28.08.2019 14:15","64100","67264"
"28.08.2019 14:15 - 28.08.2019 14:30","64146","67227"
"28.08.2019 14:30 - 28.08.2019 14:45","63989","66599"
"28.08.2019 14:45 - 28.08.2019 15:00","63638","66708"
"28.08.2019 15:00 - 28.08.2019 15:15","63489","66694"
"28.08.2019 15:15 - 28.08.2019 15:30","63061","66359"
"28.08.2019 15:30 - 28.08.2019 15:45","62724","65345"
"28.08.2019 15:45 - 28.08.2019 16:00","62143","64988"
"28.08.2019 16:00 - 28.08.2019 16:15","61832","65053"
"28.08.2019 16:15 - 28.08.2019 16:30","61336","64265"
"28.08.2019 16:30 - 28.08.2019 16:45","61017","63289"
"28.08.2019 16:45 - 28.08.2019 17:00","60782","62923"
"28.08.2019 17:00 - 28.08.2019 17:15","60799","63185"
"28.08.2019 17:15 - 28.08.2019 17:30","60640","62954"
"28.08.2019 17:30 - 28.08.2019 17:45","60601","62484"
"28.08.2019 17:45 - 28.08.2019 18:00","60504","62305"
"28.08.2019 18:00 - 28.08.2019 18:15","60056","62253"
"28.08.2019 18:15 - 28.08.2019 18:30","59835","61783"
"28.08.2019 18:30 - 28.08.2019 18:45","59778","61403"
"28.08.2019 18:45 - 28.08.2019 19:00","59599","61107"
"28.08.2019 19:00 - 28.08.2019 19:15","59382","61036"
"28.08.2019 19:15 - 28.08.2019 19:30","58910","60656"
"28.08.2019 19:30 - 28.08.2019 19:45","58688","60262"
"28.08.2019 19:45 - 28.08.2019 20:00","58481","59797"
"28.08.2019 20:00 - 28.08.2019 20:15","58036","59869"
"28.08.2019 20:15 - 28.08.2019 20:30","57716","59567"
"28.08.2019 20:30 - 28.08.2019 20:45","57371","59403"
"28.08.2019 20:45 - 28.08.2019 21:00","56925","59071"
"28.08.2019 21:00 - 28.08.2019 21:15","56346","58597"
"28.08.2019 21:15 - 28.08.2019 21:30","55586","58081"
"28.08.2019 21:30 - 28.08.2019 21:45","54758","57194"
"28.08.2019 21:45 - 28.08.2019 22:00","53877","56349"
"28.08.2019 22:00 - 28.08.2019 22:15","53224","55074"
"28.08.2019 22:15 - 28.08.2019 22:30","52318","54220"
"28.08.2019 22:30 - 28.08.2019 22:45","51216","52834"
"28.08.2019 22:45 - 28.08.2019 23:00","50344","51888"
"28.08.2019 23:00 - 28.08.2019 23:15","49220","50893"
"28.08.2019 23:15 - 28.08.2019 23:30","48433","49656"
"28.08.2019 23:30 - 28.08.2019 23:45","47682","48985"
"28.08.2019 23:45 - 29.08.2019 00:00","47124","48887"
"29.08.2019 00:00 - 29.08.2019 00:15","46621","48136"
"29.08.2019 00:15 - 29.08.2019 00:30","46264","48054"
"29.08.2019 00:30 - 29.08.2019 00:45","45858","47450"
"29.08.2019 00:45 - 29.08.2019 01:00","45479","46824"
"29.08.2019 01:00 - 29.08.2019 01:15","45284","46577"
"29.08.2019 01:15 - 29.08.2019 01:30","44781","46281"
"29.08.2019 01:30 - 29.08.2019 01:45","44360","46051"
"29.08.2019 01:45 - 29.08.2019 02:00","44332","45468"
"29.08.2019 02:00 - 29.08.2019 02:15","43610","44744"
"29.08.2019 02:15 - 29.08.2019 02:30","43510","44691"
"29.08.2019 02:30 - 29.08.2019 02:45","43400","44452"
"29.08.2019 02:45 - 29.08.2019 03:00","43468","44220"
"29.08.2019 03:00 - 29.08.2019 03:15","43494","44382"
"29.08.2019 03:15 - 29.08.2019 03:30","43449","44664"
"29.08.2019 03:30 - 29.08.2019 03:45","43496","44636"
"29.08.2019 03:45 - 29.08.2019 04:00","43569","44754"
"29.08.2019 04:00 - 29.08.2019 04:15","43925","45151"
"29.08.2019 04:15 - 29.08.2019 04:30","44255","45607"
"29.08.2019 04:30 - 29.08.2019 04:45","44596","45756"
"29.08.2019 04:45 - 29.08.2019 05:00","45043","45840"
"29.08.2019 05:00 - 29.08.2019 05:15","46382","47425"
"29.08.2019 05:15 - 29.08.2019 05:30","47075","48251"
"29.08.2019 05:30 - 29.08.2019 05:45","48092","49159"
"29.08.2019 05:45 - 29.08.2019 06:00","49547","50641"
"29.08.2019 06:00 - 29.08.2019 06:15","52379","53637"
"29.08.2019 06:15 - 29.08.2019 06:30","54089","55222"
"29.08.2019 06:30 - 29.08.2019 06:45","55344","56105"
"29.08.2019 06:45 - 29.08.2019 07:00","56478","56970"
"29.08.2019 07:00 - 29.08.2019 07:15","57863","58301"
"29.08.2019 07:15 - 29.08.2019 07:30","58820","59236"
"29.08.2019 07:30 - 29.08.2019 07:45","59728","60075"
"29.08.2019 07:45 - 29.08.2019 08:00","60465","60751"
"29.08.2019 08:00 - 29.08.2019 08:15","61463","61755"
"29.08.2019 08:15 - 29.08.2019 08:30","62064","62220"
"29.08.2019 08:30 - 29.08.2019 08:45","62354","62409"
"29.08.2019 08:45 - 29.08.2019 09:00","62688","62330"
"29.08.2019 09:00 - 29.08.2019 09:15","62638","62299"
"29.08.2019 09:15 - 29.08.2019 09:30","63051","62891"
"29.08.2019 09:30 - 29.08.2019 09:45","63779","63432"
"29.08.2019 09:45 - 29.08.2019 10:00","64210","63772"
"29.08.2019 10:00 - 29.08.2019 10:15","64433","64414"
"29.08.2019 10:15 - 29.08.2019 10:30","64654","65252"
"29.08.2019 10:30 - 29.08.2019 10:45","65023","65669"
"29.08.2019 10:45 - 29.08.2019 11:00","65403","66231"
"29.08.2019 11:00 - 29.08.2019 11:15","65748","66505"
"29.08.2019 11:15 - 29.08.2019 11:30","66044","66527"
"29.08.2019 11:30 - 29.08.2019 11:45","66428","66791"
"29.08.2019 11:45 - 29.08.2019 12:00","66609","67144"
"29.08.2019 12:00 - 29.08.2019 12:15","66122","66451"
"29.08.2019 12:15 - 29.08.2019 12:30","65974","66355"
"29.08.2019 12:30 - 29.08.2019 12:45","65942","66603"
"29.08.2019 12:45 - 29.08.2019 13:00","65957","67009"
"29.08.2019 13:00 - 29.08.2019 13:15","65845","67006"
"29.08.2019 13:15 - 29.08.2019 13:30","65670","66387"
"29.08.2019 13:30 - 29.08.2019 13:45","65483","65691"
"29.08.2019 13:45 - 29.08.2019 14:00","65010","64773"
"29.08.2019 14:00 - 29.08.2019 14:15","64813","64517"
"29.08.2019 14:15 - 29.08.2019 14:30","64836","64934"
"29.08.2019 14:30 - 29.08.2019 14:45","64599","64962"
"29.08.2019 14:45 - 29.08.2019 15:00","64316","64697"
"29.08.2019 15:00 - 29.08.2019 15:15","64243","64309"
"29.08.2019 15:15 - 29.08.2019 15:30","63731","63946"
"29.08.2019 15:30 - 29.08.2019 15:45","63252","63994"
"29.08.2019 15:45 - 29.08.2019 16:00","62704","63618"
"29.08.2019 16:00 - 29.08.2019 16:15","62431","63384"
"29.08.2019 16:15 - 29.08.2019 16:30","61947","63062"
"29.08.2019 16:30 - 29.08.2019 16:45","61734","63004"
"29.08.2019 16:45 - 29.08.2019 17:00","61551","62623"
"29.08.2019 17:00 - 29.08.2019 17:15","61584","62746"
"29.08.2019 17:15 - 29.08.2019 17:30","61555","62071"
"29.08.2019 17:30 - 29.08.2019 17:45","61434","62133"
"29.08.2019 17:45 - 29.08.2019 18:00","61203","61808"
"29.08.2019 18:00 - 29.08.2019 18:15","60907","61194"
"29.08.2019 18:15 - 29.08.2019 18:30","60519","60496"
"29.08.2019 18:30 - 29.08.2019 18:45","60458","60412"
"29.08.2019 18:45 - 29.08.2019 19:00","60270","60396"
"29.08.2019 19:00 - 29.08.2019 19:15","60035","59932"
"29.08.2019 19:15 - 29.08.2019 19:30","59659","59452"
"29.08.2019 19:30 - 29.08.2019 19:45","59270","59024"
"29.08.2019 19:45 - 29.08.2019 20:00","59104","58797"
"29.08.2019 20:00 - 29.08.2019 20:15","58521","58925"
"29.08.2019 20:15 - 29.08.2019 20:30","58247","58825"
"29.08.2019 20:30 - 29.08.2019 20:45","57927","59080"
"29.08.2019 20:45 - 29.08.2019 21:00","57396","58895"
"29.08.2019 21:00 - 29.08.2019 21:15","56834","57811"
"29.08.2019 21:15 - 29.08.2019 21:30","56129","57104"
"29.08.2019 21:30 - 29.08.2019 21:45","55274","56143"
"29.08.2019 21:45 - 29.08.2019 22:00","54400","54918"
"29.08.2019 22:00 - 29.08.2019 22:15","53747","53971"
"29.08.2019 22:15 - 29.08.2019 22:30","52792","52883"
"29.08.2019 22:30 - 29.08.2019 22:45","51627","51900"
"29.08.2019 22:45 - 29.08.2019 23:00","50759","51232"
"29.08.2019 23:00 - 29.08.2019 23:15","49637","49881"
"29.08.2019 23:15 - 29.08.2019 23:30","48921","48977"
"29.08.2019 23:30 - 29.08.2019 23:45","48243","48154"
"29.08.2019 23:45 - 30.08.2019 00:00","47668","47859"
"30.08.2019 00:00 - 30.08.2019 00:15","46147","46904"
"30.08.2019 00:15 - 30.08.2019 00:30","45784","46420"
"30.08.2019 00:30 - 30.08.2019 00:45","45290","46082"
"30.08.2019 00:45 - 30.08.2019 01:00","44957","45662"
"30.08.2019 01:00 - 30.08.2019 01:15","44676","45236"
"30.08.2019 01:15 - 30.08.2019 01:30","44228","44735"
"30.08.2019 01:30 - 30.08.2019 01:45","43844","44567"
"30.08.2019 01:45 - 30.08.2019 02:00","43694","44244"
"30.08.2019 02:00 - 30.08.2019 02:15","43070","43719"
"30.08.2019 02:15 - 30.08.2019 02:30","42991","43335"
"30.08.2019 02:30 - 30.08.2019 02:45","42852","43530"
"30.08.2019 02:45 - 30.08.2019 03:00","42909","43487"
"30.08.2019 03:00 - 30.08.2019 03:15","43016","43144"
"30.08.2019 03:15 - 30.08.2019 03:30","43035","43122"
"30.08.2019 03:30 - 30.08.2019 03:45","43078","43065"
"30.08.2019 03:45 - 30.08.2019 04:00","43094","43156"
"30.08.2019 04:00 - 30.08.2019 04:15","43526","43253"
"30.08.2019 04:15 - 30.08.2019 04:30","43819","43563"
"30.08.2019 04:30 - 30.08.2019 04:45","44221","43740"
"30.08.2019 04:45 - 30.08.2019 05:00","44566","44466"
"30.08.2019 05:00 - 30.08.2019 05:15","45963","46149"
"30.08.2019 05:15 - 30.08.2019 05:30","46483","46959"
"30.08.2019 05:30 - 30.08.2019 05:45","47470","48116"
"30.08.2019 05:45 - 30.08.2019 06:00","48868","49218"
"30.08.2019 06:00 - 30.08.2019 06:15","51656","51798"
"30.08.2019 06:15 - 30.08.2019 06:30","53467","53592"
"30.08.2019 06:30 - 30.08.2019 06:45","54717","54942"
"30.08.2019 06:45 - 30.08.2019 07:00","55864","56010"
"30.08.2019 07:00 - 30.08.2019 07:15","57223","57118"
"30.08.2019 07:15 - 30.08.2019 07:30","58222","58233"
"30.08.2019 07:30 - 30.08.2019 07:45","59255","59183"
"30.08.2019 07:45 - 30.08.2019 08:00","60080","60086"
"30.08.2019 08:00 - 30.08.2019 08:15","61029","61216"
"30.08.2019 08:15 - 30.08.2019 08:30","61555","61892"
"30.08.2019 08:30 - 30.08.2019 08:45","61865","62385"
"30.08.2019 08:45 - 30.08.2019 09:00","62247","62791"
"30.08.2019 09:00 - 30.08.2019 09:15","62127","62688"
"30.08.2019 09:15 - 30.08.2019 09:30","62494","63107"
"30.08.2019 09:30 - 30.08.2019 09:45","63155","63721"
"30.08.2019 09:45 - 30.08.2019 10:00","63491","64369"
"30.08.2019 10:00 - 30.08.2019 10:15","63615","64658"
"30.08.2019 10:15 - 30.08.2019 10:30","63883","64751"
"30.08.2019 10:30 - 30.08.2019 10:45","64223","65367"
"30.08.2019 10:45 - 30.08.2019 11:00","64589","65825"
"30.08.2019 11:00 - 30.08.2019 11:15","64932","66003"
"30.08.2019 11:15 - 30.08.2019 11:30","65412","66255"
"30.08.2019 11:30 - 30.08.2019 11:45","65741","66495"
"30.08.2019 11:45 - 30.08.2019 12:00","65840","66662"
"30.08.2019 12:00 - 30.08.2019 12:15","65378","65820"
"30.08.2019 12:15 - 30.08.2019 12:30","65187","65388"
"30.08.2019 12:30 - 30.08.2019 12:45","64838","65321"
"30.08.2019 12:45 - 30.08.2019 13:00","64812","65386"
"30.08.2019 13:00 - 30.08.2019 13:15","64450","64996"
"30.08.2019 13:15 - 30.08.2019 13:30","64158","64313"
"30.08.2019 13:30 - 30.08.2019 13:45","63692","64245"
"30.08.2019 13:45 - 30.08.2019 14:00","63032","63428"
"30.08.2019 14:00 - 30.08.2019 14:15","62903","63451"
"30.08.2019 14:15 - 30.08.2019 14:30","62773","63480"
"30.08.2019 14:30 - 30.08.2019 14:45","62277","63404"
"30.08.2019 14:45 - 30.08.2019 15:00","61961","63199"
"30.08.2019 15:00 - 30.08.2019 15:15","61906","63214"
"30.08.2019 15:15 - 30.08.2019 15:30","61576","62789"
"30.08.2019 15:30 - 30.08.2019 15:45","61205","62218"
"30.08.2019 15:45 - 30.08.2019 16:00","60549","61764"
"30.08.2019 16:00 - 30.08.2019 16:15","60418","62206"
"30.08.2019 16:15 - 30.08.2019 16:30","60058","62001"
"30.08.2019 16:30 - 30.08.2019 16:45","59872","61537"
"30.08.2019 16:45 - 30.08.2019 17:00","59615","61141"
"30.08.2019 17:00 - 30.08.2019 17:15","59672","61436"
"30.08.2019 17:15 - 30.08.2019 17:30","59516","61120"
"30.08.2019 17:30 - 30.08.2019 17:45","59272","60679"
"30.08.2019 17:45 - 30.08.2019 18:00","59130","60430"
"30.08.2019 18:00 - 30.08.2019 18:15","58868","59948"
"30.08.2019 18:15 - 30.08.2019 18:30","58558","59461"
"30.08.2019 18:30 - 30.08.2019 18:45","58484","59034"
"30.08.2019 18:45 - 30.08.2019 19:00","58195","58768"
"30.08.2019 19:00 - 30.08.2019 19:15","57871","58391"
"30.08.2019 19:15 - 30.08.2019 19:30","57460","57815"
"30.08.2019 19:30 - 30.08.2019 19:45","57083","57418"
"30.08.2019 19:45 - 30.08.2019 20:00","56784","57256"
"30.08.2019 20:00 - 30.08.2019 20:15","56322","56707"
"30.08.2019 20:15 - 30.08.2019 20:30","56056","56770"
"30.08.2019 20:30 - 30.08.2019 20:45","55734","56655"
"30.08.2019 20:45 - 30.08.2019 21:00","55024","56562"
"30.08.2019 21:00 - 30.08.2019 21:15","54451","55596"
"30.08.2019 21:15 - 30.08.2019 21:30","53775","54817"
"30.08.2019 21:30 - 30.08.2019 21:45","52951","53702"
"30.08.2019 21:45 - 30.08.2019 22:00","52076","52709"
"30.08.2019 22:00 - 30.08.2019 22:15","51324","51551"
"30.08.2019 22:15 - 30.08.2019 22:30","50437","50806"
"30.08.2019 22:30 - 30.08.2019 22:45","49292","49909"
"30.08.2019 22:45 - 30.08.2019 23:00","48566","49148"
"30.08.2019 23:00 - 30.08.2019 23:15","47655","48253"
"30.08.2019 23:15 - 30.08.2019 23:30","47073","47735"
"30.08.2019 23:30 - 30.08.2019 23:45","46451","46966"
"30.08.2019 23:45 - 31.08.2019 00:00","45884","46418"
"31.08.2019 00:00 - 31.08.2019 00:15","44759","44890"
"31.08.2019 00:15 - 31.08.2019 00:30","44261","44782"
"31.08.2019 00:30 - 31.08.2019 00:45","43794","44757"
"31.08.2019 00:45 - 31.08.2019 01:00","43320","44300"
"31.08.2019 01:00 - 31.08.2019 01:15","43072","43000"
"31.08.2019 01:15 - 31.08.2019 01:30","42529","42622"
"31.08.2019 01:30 - 31.08.2019 01:45","41953","42077"
"31.08.2019 01:45 - 31.08.2019 02:00","41874","41770"
"31.08.2019 02:00 - 31.08.2019 02:15","41213","41273"
"31.08.2019 02:15 - 31.08.2019 02:30","40930","40771"
"31.08.2019 02:30 - 31.08.2019 02:45","40729","40628"
"31.08.2019 02:45 - 31.08.2019 03:00","40593","40580"
"31.08.2019 03:00 - 31.08.2019 03:15","40540","40671"
"31.08.2019 03:15 - 31.08.2019 03:30","40489","40463"
"31.08.2019 03:30 - 31.08.2019 03:45","40332","40225"
"31.08.2019 03:45 - 31.08.2019 04:00","40294","40062"
